season,Week,Day,Date,Time,Home.Team,Away.Team,Home.Abbr,Away.Abbr,latitude,longitude,indoor,turf,elevation,temperature,precipitation,windspeed,windgusts,team col,#,Kicker,Yds,Outcome,Make X,Make Y,Hash Orient,Leg,OffenseTeam,DefenseTeam,Quarter,Minute,Second,yardline_100,YardLineFixed,Blocked,Age,XP%,cap_hit
2022,12,Sun,11/27/22,13:00:00,Tennessee Titans,Cincinnati Bengals,TEN,CIN,36.166461,-86.771289,No,Turf,122,55.5,0,28.6,52.2,CINTEN,2,E. MCPHERSON,47,Good,5,17.1,-9.25,r,CIN,TEN,2,11,35,72,28,,23,90.9,910928
2022,12,Sun,11/27/22,13:00:00,Tennessee Titans,Cincinnati Bengals,TEN,CIN,36.166461,-86.771289,No,Turf,122,55.5,0,28.6,52.2,CINTEN,2,E. MCPHERSON,38,Good,1.1,33.9,-1,r,CIN,TEN,3,2,38,80,20,,23,90.9,910928
2022,13,Sun,12/4/22,16:25:00,Cincinnati Bengals,Kansas City Chiefs,CIN,KC,39.095442,-84.516039,No,Turf,150,35.6,0,8.2,11.2,CINKC,2,E. MCPHERSON,36,Good,-1,31.6,-9.25,r,CIN,KC,3,7,20,82,18,,23,90.9,910928
2022,13,Sun,12/4/22,16:25:00,Cincinnati Bengals,Kansas City Chiefs,CIN,KC,39.095442,-84.516039,No,Turf,150,35.6,0,8.2,11.2,CINKC,2,E. MCPHERSON,41,Good,1.3,35.5,-9.25,r,CIN,KC,4,14,52,77,23,,23,90.9,910928
2022,14,Sun,12/11/22,13:00:00,Cincinnati Bengals,Cleveland Browns,CIN,CLE,39.095442,-84.516039,No,Turf,150,45.7,0,7.1,18.7,CINCLE,2,E. MCPHERSON,30,Good,-1.4,25.5,9.25,r,CIN,CLE,4,15,0,88,12,,23,90.9,910928
2022,15,Sun,12/18/22,16:25:00,Tampa Bay Buccaneers,Cincinnati Bengals,TB,CIN,27.975967,-82.50335,No,Grass,11,61.2,0,13,27,CINTB,2,E. MCPHERSON,21,Good,5.1,28.3,9.25,r,CIN,TB,3,12,8,97,3,,23,90.9,910928
2022,15,Sun,12/18/22,16:25:00,Tampa Bay Buccaneers,Cincinnati Bengals,TB,CIN,27.975967,-82.50335,No,Grass,11,61.2,0,13,27,CINTB,2,E. MCPHERSON,41,Good,-0.8,35.7,9.25,r,CIN,TB,2,0,3,77,23,,23,90.9,910928
2022,1,Sun,9/11/22,13:00:00,Cincinnati Bengals,Pittsburgh Steelers,CIN,PIT,39.095442,-84.516039,No,Turf,150,76.9,2.4,11.9,29.9,CINPIT,9,C. BOSWELL,48,Good,2.6,13.9,9.25,r,PIT,CIN,4,11,18,70,30,,31,100,5149514
2022,1,Sun,9/11/22,13:00:00,Cincinnati Bengals,Pittsburgh Steelers,CIN,PIT,39.095442,-84.516039,No,Turf,150,76.9,2.4,11.9,29.9,CINPIT,9,C. BOSWELL,53,Good,-6.9,14.1,0,r,PIT,CIN,5,0,5,65,35,,31,100,5149514
2022,1,Sun,9/11/22,13:00:00,Cincinnati Bengals,Pittsburgh Steelers,CIN,PIT,39.095442,-84.516039,No,Turf,150,76.9,2.4,11.9,29.9,CINPIT,9,C. BOSWELL,55,No Good,-9.25,21,-9.25,r,PIT,CIN,5,2,27,63,37,,31,100,5149514
2022,1,Sun,9/11/22,13:00:00,Cincinnati Bengals,Pittsburgh Steelers,CIN,PIT,39.095442,-84.516039,No,Turf,150,76.9,2.4,11.9,29.9,CINPIT,9,C. BOSWELL,20,Good,2.8,25.7,9.25,r,PIT,CIN,1,2,28,98,2,,31,100,5149514
2022,2,Sun,9/18/22,13:00:00,Pittsburgh Steelers,New England Patriots,PIT,NE,40.446786,-80.015761,No,Grass,229,81.6,0,17.4,36.7,NEPIT,9,C. BOSWELL,52,Good,-4.1,8.7,-9.25,r,PIT,NE,3,5,47,67,33,,31,100,5149514
2022,2,Sun,9/18/22,13:00:00,Pittsburgh Steelers,New England Patriots,PIT,NE,40.446786,-80.015761,No,Grass,229,81.6,0,17.4,36.7,NEPIT,9,C. BOSWELL,36,Good,1.1,31,0,r,PIT,NE,2,8,38,82,18,,31,100,5149514
2022,3,Thu,9/22/22,20:15:00,Cleveland Browns,Pittsburgh Steelers,CLE,PIT,41.506022,-81.699564,No,Grass,180,57.5,0,23.4,38.9,CLEPIT,9,C. BOSWELL,49,No Good,10,26.4,9.25,r,PIT,CLE,1,6,0,68,32,,31,100,5149514
2022,3,Thu,9/22/22,20:15:00,Cleveland Browns,Pittsburgh Steelers,CLE,PIT,41.506022,-81.699564,No,Grass,180,57.5,0,23.4,38.9,CLEPIT,9,C. BOSWELL,34,Good,0.1,27.9,9.25,r,PIT,CLE,4,1,51,83,17,,31,100,5149514
2022,4,Sun,10/2/22,13:00:00,Pittsburgh Steelers,New York Jets,PIT,NYJ,40.446786,-80.015761,No,Grass,229,63.8,0,18.7,38.5,NYJPIT,9,C. BOSWELL,59,Good,0.5,13.8,-9.25,r,PIT,NYJ,2,0,0,59,41,,31,100,5149514
2022,4,Sun,10/2/22,13:00:00,Pittsburgh Steelers,New York Jets,PIT,NYJ,40.446786,-80.015761,No,Grass,229,63.8,0,18.7,38.5,NYJPIT,9,C. BOSWELL,51,Good,-6.7,26.3,1.5,r,PIT,NYJ,2,8,34,67,33,,31,100,5149514
2022,5,Sun,10/9/22,13:00:00,Buffalo Bills,Pittsburgh Steelers,BUF,PIT,42.773739,-78.786978,No,Turf,222,55.6,0,33.4,65.9,BUFPIT,9,C. BOSWELL,45,No Good,-10.4,23.9,-9.25,r,PIT,BUF,3,0,7,73,27,,31,100,5149514
2022,5,Sun,10/9/22,13:00:00,Buffalo Bills,Pittsburgh Steelers,BUF,PIT,42.773739,-78.786978,No,Turf,222,55.6,0,33.4,65.9,BUFPIT,9,C. BOSWELL,29,Good,6.7,24.9,-9.25,r,PIT,BUF,1,5,42,89,11,,31,100,5149514
2022,5,Sun,10/9/22,13:00:00,Buffalo Bills,Pittsburgh Steelers,BUF,PIT,42.773739,-78.786978,No,Turf,222,55.6,0,33.4,65.9,BUFPIT,9,C. BOSWELL,33,No Good,-10.8,25.6,9.25,r,PIT,BUF,2,3,43,85,15,,31,100,5149514
2022,6,Sun,10/16/22,13:00:00,Pittsburgh Steelers,Tampa Bay Buccaneers,PIT,TB,40.446786,-80.015761,No,Grass,229,65.3,0,14.3,30.6,PITTB,9,C. BOSWELL,55,Good,5.6,0,-9.25,r,PIT,TB,2,4,12,63,37,,31,100,5149514
2022,6,Sun,10/16/22,13:00:00,Pittsburgh Steelers,Tampa Bay Buccaneers,PIT,TB,40.446786,-80.015761,No,Grass,229,65.3,0,14.3,30.6,PITTB,9,C. BOSWELL,25,Good,1,25.1,-9.25,r,PIT,TB,3,13,58,93,7,,31,100,5149514
2022,7,Sun,10/23/22,20:20:00,Miami Dolphins,Pittsburgh Steelers,MIA,PIT,25.957919,-80.238842,No,Grass,5,71.8,0,9.2,15.8,MIAPIT,9,C. BOSWELL,45,Good,-6.4,34.1,-9.25,r,PIT,MIA,2,11,49,73,27,,31,100,5149514
2022,14,Sun,12/11/22,13:00:00,Pittsburgh Steelers,Baltimore Ravens,PIT,BAL,40.446786,-80.015761,No,Grass,229,45,0.1,13.5,28.8,BALPIT,9,C. BOSWELL,40,Blocked,,,1,r,PIT,BAL,4,11,19,78,22,Yes,31,100,5149514
2022,15,Sun,12/18/22,13:00:00,Carolina Panthers,Pittsburgh Steelers,CAR,PIT,35.225808,-80.852861,No,Turf,220,45.5,0,11.8,25.6,CARPIT,9,C. BOSWELL,50,Good,-5.8,19.9,3,r,PIT,CAR,4,1,9,68,32,,31,100,5149514
2022,1,Sun,9/11/22,13:00:00,Houston Texans,Indianapolis Colts,HOU,IND,29.684781,-95.410956,Retractable,Turf,18,70,0,0,2.5,HOUIND,7,K. FAIRBAIRN,45,Good,-4.3,4.8,-9.25,r,HOU,IND,2,7,54,73,27,,28,100,3042500
2022,1,Sun,9/11/22,13:00:00,Houston Texans,Indianapolis Colts,HOU,IND,29.684781,-95.410956,Retractable,Turf,18,70,0,0,2.5,HOUIND,7,K. FAIRBAIRN,43,Good,-8.9,24.5,9.25,r,HOU,IND,3,12,20,75,25,,28,100,3042500
2022,2,Sun,9/18/22,16:25:00,Denver Broncos,Houston Texans,DEN,HOU,39.743936,-105.020097,No,Grass,1588,88.9,0,11.9,28.8,DENHOU,7,K. FAIRBAIRN,40,Good,3.4,36.1,-9.25,r,HOU,DEN,1,2,23,78,22,,28,100,3042500
2022,2,Sun,9/18/22,16:25:00,Denver Broncos,Houston Texans,DEN,HOU,39.743936,-105.020097,No,Grass,1588,88.9,0,11.9,28.8,DENHOU,7,K. FAIRBAIRN,24,Good,-0.7,36.7,-9.25,r,HOU,DEN,3,8,36,94,6,,28,100,3042500
2022,2,Sun,9/18/22,16:25:00,Denver Broncos,Houston Texans,DEN,HOU,39.743936,-105.020097,No,Grass,1588,88.9,0,11.9,28.8,DENHOU,7,K. FAIRBAIRN,44,Good,3.9,38.2,9.25,r,HOU,DEN,2,7,24,74,26,,28,100,3042500
2022,3,Sun,9/25/22,13:00:00,Chicago Bears,Houston Texans,CHI,HOU,41.862306,-87.616672,No,Grass,180,67.5,1.1,22.7,37.4,CHIHOU,7,K. FAIRBAIRN,23,Good,6.5,27.7,9.25,r,HOU,CHI,3,0,58,95,5,,28,100,3042500
2022,3,Sun,9/25/22,13:00:00,Chicago Bears,Houston Texans,CHI,HOU,41.862306,-87.616672,No,Grass,180,67.5,1.1,22.7,37.4,CHIHOU,7,K. FAIRBAIRN,39,Good,4.1,38,-9.25,r,HOU,CHI,3,11,29,79,21,,28,100,3042500
2022,4,Sun,10/2/22,13:00:00,Houston Texans,Los Angeles Chargers,HOU,LAC,29.684781,-95.410956,Retractable,Turf,18,70,0,0,2.5,HOULAC,7,K. FAIRBAIRN,46,No Good,-26.8,12.2,-9.25,r,HOU,LAC,1,2,23,72,28,,28,100,3042500
2022,4,Sun,10/2/22,13:00:00,Houston Texans,Los Angeles Chargers,HOU,LAC,29.684781,-95.410956,Retractable,Turf,18,70,0,0,2.5,HOULAC,7,K. FAIRBAIRN,40,Good,-0.3,26.7,9.25,r,HOU,LAC,4,8,34,78,22,,28,100,3042500
2022,5,Sun,10/9/22,13:00:00,Jacksonville Jaguars,Houston Texans,JAX,HOU,30.323925,-81.637356,No,Grass,0,81.3,0,7.9,18.7,HOUJAX,7,K. FAIRBAIRN,51,Good,-4.3,25.3,-9.25,r,HOU,JAX,2,3,28,67,33,,28,100,3042500
2022,5,Sun,10/9/22,13:00:00,Jacksonville Jaguars,Houston Texans,JAX,HOU,30.323925,-81.637356,No,Grass,0,81.3,0,7.9,18.7,HOUJAX,7,K. FAIRBAIRN,50,Good,-6.4,29.3,0,r,HOU,JAX,2,12,29,69,31,,28,100,3042500
2022,7,Sun,10/23/22,16:05:00,Las Vegas Raiders,Houston Texans,LV,HOU,36.090794,-115.183952,Yes,Grass,666,70,0,0,2.5,HOULV,7,K. FAIRBAIRN,55,Good,6.8,24.1,-9.25,r,HOU,LV,2,5,2,63,37,,28,100,3042500
2022,7,Sun,10/23/22,16:05:00,Las Vegas Raiders,Houston Texans,LV,HOU,36.090794,-115.183952,Yes,Grass,666,70,0,0,2.5,HOULV,7,K. FAIRBAIRN,39,No Good,11.4,25.6,9.25,r,HOU,LV,1,4,44,79,21,,28,100,3042500
2022,7,Sun,10/23/22,16:05:00,Las Vegas Raiders,Houston Texans,LV,HOU,36.090794,-115.183952,Yes,Grass,666,70,0,0,2.5,HOULV,7,K. FAIRBAIRN,35,Good,-3,32.5,-9.25,r,HOU,LV,3,11,4,83,17,,28,100,3042500
2022,8,Sun,10/30/22,16:05:00,Houston Texans,Tennessee Titans,HOU,TEN,29.684781,-95.410956,Retractable,Turf,18,70,0,0,2.5,HOUTEN,7,K. FAIRBAIRN,43,Good,1.4,28.8,1,r,HOU,TEN,2,10,43,76,24,,28,100,3042500
2022,9,Thu,11/3/22,20:15:00,Houston Texans,Philadelphia Eagles,HOU,PHI,29.684781,-95.410956,Retractable,Turf,18,70,0,0,2.5,HOUPHI,7,K. FAIRBAIRN,30,Good,2.7,30.9,-9.25,r,HOU,PHI,3,1,18,88,12,,28,100,3042500
2022,10,Sun,11/13/22,13:00:00,New York Giants,Houston Texans,NYG,HOU,40.812194,-74.076983,No,Turf,2,52.9,0,20.2,37.4,HOUNYG,7,K. FAIRBAIRN,46,Good,-6.4,17.4,0,r,HOU,NYG,4,0,11,73,27,,28,100,3042500
2022,10,Sun,11/13/22,13:00:00,New York Giants,Houston Texans,NYG,HOU,40.812194,-74.076983,No,Turf,2,52.9,0,20.2,37.4,HOUNYG,7,K. FAIRBAIRN,38,Good,-8.6,30.8,-9.25,r,HOU,NYG,2,11,32,81,19,,28,100,3042500
2022,10,Sun,11/13/22,13:00:00,New York Giants,Houston Texans,NYG,HOU,40.812194,-74.076983,No,Turf,2,52.9,0,20.2,37.4,HOUNYG,7,K. FAIRBAIRN,34,Good,-1.3,30.9,-1,r,HOU,NYG,4,2,26,84,16,,28,100,3042500
2022,11,Sun,11/20/22,13:00:00,Houston Texans,Washington Commanders,HOU,WAS,29.684781,-95.410956,Retractable,Turf,18,70,0,0,2.5,HOUWAS,7,K. FAIRBAIRN,29,Good,4.4,29.6,-9.25,r,HOU,WAS,3,9,56,89,11,,28,100,3042500
2022,12,Sun,11/27/22,13:00:00,Miami Dolphins,Houston Texans,MIA,HOU,25.957919,-80.238842,No,Grass,5,83.3,0.5,13.2,29.9,HOUMIA,7,K. FAIRBAIRN,28,Good,-4.1,31.8,-9.25,r,HOU,MIA,4,9,4,90,10,,28,100,3042500
2022,13,Sun,12/4/22,13:00:00,Houston Texans,Cleveland Browns,HOU,CLE,29.684781,-95.410956,Retractable,Turf,18,70,0,0,2.5,CLEHOU,7,K. FAIRBAIRN,44,Good,-4.6,23.3,9.25,r,HOU,CLE,1,8,6,75,25,,28,100,3042500
2022,13,Sun,12/4/22,13:00:00,Houston Texans,Cleveland Browns,HOU,CLE,29.684781,-95.410956,Retractable,Turf,18,70,0,0,2.5,CLEHOU,7,K. FAIRBAIRN,35,Good,-1.1,31,9.25,r,HOU,CLE,3,5,11,83,17,,28,100,3042500
2022,14,Sun,12/11/22,13:00:00,Dallas Cowboys,Houston Texans,DAL,HOU,32.747778,-97.092778,Retractable,Turf,193,70,0,0,2.5,DALHOU,7,K. FAIRBAIRN,54,Good,-5.7,22.6,9.25,r,HOU,DAL,3,3,7,65,35,,28,100,3042500
2022,14,Sun,12/11/22,13:00:00,Dallas Cowboys,Houston Texans,DAL,HOU,32.747778,-97.092778,Retractable,Turf,193,70,0,0,2.5,DALHOU,7,K. FAIRBAIRN,43,Good,7.1,25.7,0,r,HOU,DAL,1,0,22,75,25,,28,100,3042500
2022,14,Sun,12/11/22,13:00:00,Dallas Cowboys,Houston Texans,DAL,HOU,32.747778,-97.092778,Retractable,Turf,193,70,0,0,2.5,DALHOU,7,K. FAIRBAIRN,50,Good,-1,30.3,9.25,r,HOU,DAL,2,0,2,68,32,,28,100,3042500
2022,15,Sun,12/18/22,13:00:00,Houston Texans,Kansas City Chiefs,HOU,KC,29.684781,-95.410956,Retractable,Turf,18,70,0,0,2.5,HOUKC,7,K. FAIRBAIRN,29,Good,5.1,29.9,-9.25,r,HOU,KC,4,5,14,90,10,,28,100,3042500
2022,1,Sun,9/11/22,13:00:00,Houston Texans,Indianapolis Colts,HOU,IND,29.684781,-95.410956,Retractable,Turf,18,70,0,0,2.5,HOUIND,3,R. BLANKENSHIP,45,Good,2.5,7.9,1,r,IND,HOU,1,5,18,73,27,,25,80,
2022,1,Sun,9/11/22,13:00:00,Houston Texans,Indianapolis Colts,HOU,IND,29.684781,-95.410956,Retractable,Turf,18,70,0,0,2.5,HOUIND,3,R. BLANKENSHIP,42,No Good,15.4,18.6,9.25,r,IND,HOU,5,2,0,76,24,,25,80,
2022,1,Sun,9/11/22,13:00:00,Houston Texans,Indianapolis Colts,HOU,IND,29.684781,-95.410956,Retractable,Turf,18,70,0,0,2.5,HOUIND,3,R. BLANKENSHIP,27,Good,2.1,25.3,-9.25,r,IND,HOU,4,10,47,91,9,,25,80,
2022,7,Thu,10/20/22,20:15:00,Arizona Cardinals,New Orleans Saints,ARI,NO,33.5277,-112.262608,Retractable,Grass,328,70,0,0,2.5,ARINO,15,R. BLANKENSHIP,50,Good,-1.3,23.4,-9.25,r,ARI,NO,1,10,58,68,32,,25,80,
2022,7,Thu,10/20/22,20:15:00,Arizona Cardinals,New Orleans Saints,ARI,NO,33.5277,-112.262608,Retractable,Grass,328,70,0,0,2.5,ARINO,15,R. BLANKENSHIP,28,Good,-0.7,25.4,-9.25,r,ARI,NO,2,13,19,90,10,,25,80,
2022,1,Sun,9/11/22,13:00:00,Detroit Lions,Philadelphia Eagles,DET,PHI,42.340156,-83.045808,Yes,Turf,188,70,0,0,2.5,DETPHI,4,J. ELLIOTT,23,Good,0.9,31.2,-9.25,r,PHI,DET,2,0,9,95,5,,27,96.2,2914000
2022,2,Mon,9/19/22,20:30:00,Philadelphia Eagles,Minnesota Vikings,PHI,MIN,39.900775,-75.167453,No,Hybrid,4,71.9,0,4.6,10.1,MINPHI,4,J. ELLIOTT,38,Good,-2.3,23.9,-9.25,r,PHI,MIN,2,0,3,80,20,,27,96.2,2914000
2022,2,Mon,9/19/22,20:30:00,Philadelphia Eagles,Minnesota Vikings,PHI,MIN,39.900775,-75.167453,No,Hybrid,4,71.9,0,4.6,10.1,MINPHI,4,J. ELLIOTT,41,Blocked,,,9.25,r,PHI,MIN,3,3,26,78,22,Yes,27,96.2,2914000
2022,3,Sun,9/25/22,13:00:00,Washington Commanders,Philadelphia Eagles,WAS,PHI,38.907697,-76.864517,No,Grass,68,79.8,5.2,17.8,41.8,PHIWAS,4,J. ELLIOTT,32,Good,-3.6,32.8,0,r,PHI,WAS,2,14,56,86,14,,27,96.2,2914000
2022,4,Sun,10/2/22,13:00:00,Philadelphia Eagles,Jacksonville Jaguars,PHI,JAX,39.900775,-75.167453,No,Hybrid,4,55.6,5.1,29.3,52.2,JAXPHI,4,J. ELLIOTT,28,Good,0.1,20.4,9.25,r,PHI,JAX,4,13,45,90,10,,27,96.2,2914000
2022,6,Sun,10/16/22,20:20:00,Philadelphia Eagles,Dallas Cowboys,PHI,DAL,39.900775,-75.167453,No,Hybrid,4,58.5,0,3.6,7.6,DALPHI,4,J. ELLIOTT,51,Good,0.6,28.2,-9.25,r,PHI,DAL,2,7,58,67,33,,27,96.2,2914000
2022,6,Sun,10/16/22,20:20:00,Philadelphia Eagles,Dallas Cowboys,PHI,DAL,39.900775,-75.167453,No,Hybrid,4,58.5,0,3.6,7.6,DALPHI,4,J. ELLIOTT,34,Good,4.7,29.7,9.25,r,PHI,DAL,2,1,51,84,16,,27,96.2,2914000
2022,9,Thu,11/3/22,20:15:00,Houston Texans,Philadelphia Eagles,HOU,PHI,29.684781,-95.410956,Retractable,Turf,18,70,0,0,2.5,HOUPHI,4,J. ELLIOTT,54,No Good,18.3,11.7,-9.25,r,PHI,HOU,2,0,3,64,36,,27,96.2,2914000
2022,11,Sun,11/20/22,13:00:00,Indianapolis Colts,Philadelphia Eagles,IND,PHI,39.760056,-86.163806,Retractable,Turf,211,70,0,0,2.5,INDPHI,4,J. ELLIOTT,22,Good,2,22.6,-9.25,r,PHI,IND,2,4,54,96,4,,27,96.2,2914000
2022,12,Sun,11/27/22,20:20:00,Philadelphia Eagles,Green Bay Packers,PHI,GB,39.900775,-75.167453,No,Hybrid,4,58.2,0,19.8,52.2,GBPHI,4,J. ELLIOTT,54,Good,-1.4,16.8,9.25,r,PHI,GB,4,2,21,64,36,,27,96.2,2914000
2022,12,Sun,11/27/22,20:20:00,Philadelphia Eagles,Green Bay Packers,PHI,GB,39.900775,-75.167453,No,Hybrid,4,58.2,0,19.8,52.2,GBPHI,4,J. ELLIOTT,31,Good,6.3,26.5,9.25,r,PHI,GB,4,11,14,87,13,,27,96.2,2914000
2022,14,Sun,12/11/22,13:00:00,New York Giants,Philadelphia Eagles,NYG,PHI,40.812194,-74.076983,No,Turf,2,39.7,0.5,12.3,32,NYGPHI,4,J. ELLIOTT,39,Good,3.8,25.3,-9.25,r,PHI,NYG,3,11,25,79,21,,27,96.2,2914000
2022,14,Sun,12/11/22,13:00:00,New York Giants,Philadelphia Eagles,NYG,PHI,40.812194,-74.076983,No,Turf,2,39.7,0.5,12.3,32,NYGPHI,4,J. ELLIOTT,29,Good,-1.5,25.5,-9.25,r,PHI,NYG,2,0,58,89,11,,27,96.2,2914000
2022,15,Sun,12/18/22,13:00:00,Chicago Bears,Philadelphia Eagles,CHI,PHI,41.862306,-87.616672,No,Grass,180,24.1,0,23.5,40.3,CHIPHI,4,J. ELLIOTT,38,No Good,9.25,22.6,-9.25,r,PHI,CHI,4,8,29,80,20,,27,96.2,2914000
2022,15,Sun,12/18/22,13:00:00,Chicago Bears,Philadelphia Eagles,CHI,PHI,41.862306,-87.616672,No,Grass,180,24.1,0,23.5,40.3,CHIPHI,4,J. ELLIOTT,32,Good,2.6,26.1,-9.25,r,PHI,CHI,2,11,54,86,14,,27,96.2,2914000
2022,1,Sun,9/11/22,13:00:00,Washington Commanders,Jacksonville Jaguars,WAS,JAX,38.907697,-76.864517,No,Grass,68,78.1,0.1,7.7,28.4,JAXWAS,10,R. PATTERSON,33,Good,-1.3,26.1,2.7,r,JAX,WAS,1,12,1,85,15,,23,97.3,825000
2022,1,Sun,9/11/22,13:00:00,Washington Commanders,Jacksonville Jaguars,WAS,JAX,38.907697,-76.864517,No,Grass,68,78.1,0.1,7.7,28.4,JAXWAS,10,R. PATTERSON,37,No Good,9.25,26.5,9.25,r,JAX,WAS,2,0,20,81,19,,23,97.3,825000
2022,1,Sun,9/11/22,13:00:00,Washington Commanders,Jacksonville Jaguars,WAS,JAX,38.907697,-76.864517,No,Grass,68,78.1,0.1,7.7,28.4,JAXWAS,10,R. PATTERSON,43,Good,-3.9,26.7,9.25,r,JAX,WAS,3,1,20,75,25,,23,97.3,825000
2022,1,Sun,9/11/22,13:00:00,Washington Commanders,Jacksonville Jaguars,WAS,JAX,38.907697,-76.864517,No,Grass,68,78.1,0.1,7.7,28.4,JAXWAS,10,R. PATTERSON,45,Good,3.3,27.5,0,r,JAX,WAS,4,12,8,74,26,,23,97.3,825000
2022,2,Sun,9/18/22,13:00:00,Jacksonville Jaguars,Indianapolis Colts,JAX,IND,30.323925,-81.637356,No,Grass,0,80.9,5.300000000000001,14.8,29.9,INDJAX,10,R. PATTERSON,52,Good,-1.2,4.5,-9.25,r,JAX,IND,2,1,48,66,34,,23,97.3,825000
2022,3,Sun,9/25/22,16:05:00,Los Angeles Chargers,Jacksonville Jaguars,LAC,JAX,33.953587,-118.33963,Yes,Turf,40,70,0,0,2.5,JAXLAC,10,R. PATTERSON,23,Good,-0.9,22,-9.25,r,JAX,LAC,2,1,4,95,5,,23,97.3,825000
2022,3,Sun,9/25/22,16:05:00,Los Angeles Chargers,Jacksonville Jaguars,LAC,JAX,33.953587,-118.33963,Yes,Turf,40,70,0,0,2.5,JAXLAC,10,R. PATTERSON,23,Good,0.6,23.9,9.25,r,JAX,LAC,2,13,55,95,5,,23,97.3,825000
2022,3,Sun,9/25/22,16:05:00,Los Angeles Chargers,Jacksonville Jaguars,LAC,JAX,33.953587,-118.33963,Yes,Turf,40,70,0,0,2.5,JAXLAC,10,R. PATTERSON,22,Good,-1.1,28.6,9.25,r,JAX,LAC,2,15,0,96,4,,23,97.3,825000
2022,5,Sun,10/9/22,13:00:00,Jacksonville Jaguars,Houston Texans,JAX,HOU,30.323925,-81.637356,No,Grass,0,81.3,0,7.9,18.7,HOUJAX,10,R. PATTERSON,26,Good,-0.1,26.9,-3,r,JAX,HOU,1,1,25,92,8,,23,97.3,825000
2022,5,Sun,10/9/22,13:00:00,Jacksonville Jaguars,Houston Texans,JAX,HOU,30.323925,-81.637356,No,Grass,0,81.3,0,7.9,18.7,HOUJAX,10,R. PATTERSON,45,Good,-1.9,29.9,0,r,JAX,HOU,2,0,11,74,26,,23,97.3,825000
2022,7,Sun,10/23/22,13:00:00,Jacksonville Jaguars,New York Giants,JAX,NYG,30.323925,-81.637356,No,Grass,0,75.5,0,12.8,25.6,JAXNYG,10,R. PATTERSON,27,Good,-5.4,30,9.25,r,JAX,NYG,2,13,26,91,9,,23,97.3,825000
2022,8,Sun,10/30/22,9:30:00,Jacksonville Jaguars,Denver Broncos,JAX,DEN,51.555973,-0.279672,No,Grass,46,59.4,0.2,20,41,DENJAX,10,R. PATTERSON,37,Good,-4.3,27.6,9.25,r,JAX,DEN,2,8,46,81,19,,23,97.3,825000
2022,9,Sun,11/6/22,13:00:00,Jacksonville Jaguars,Las Vegas Raiders,JAX,LV,30.323925,-81.637356,No,Grass,0,80.6,0.30000000000000004,13.2,29.9,JAXLV,10,R. PATTERSON,48,Good,6.4,20.3,-9.25,r,JAX,LV,4,1,8,70,30,,23,97.3,825000
2022,9,Sun,11/6/22,13:00:00,Jacksonville Jaguars,Las Vegas Raiders,JAX,LV,30.323925,-81.637356,No,Grass,0,80.6,0.30000000000000004,13.2,29.9,JAXLV,10,R. PATTERSON,44,Good,-4,27,1,r,JAX,LV,2,0,3,74,26,,23,97.3,825000
2022,9,Sun,11/6/22,13:00:00,Jacksonville Jaguars,Las Vegas Raiders,JAX,LV,30.323925,-81.637356,No,Grass,0,80.6,0.30000000000000004,13.2,29.9,JAXLV,10,R. PATTERSON,41,No Good,9.25,28.3,-9.25,r,JAX,LV,4,3,8,77,23,,23,97.3,825000
2022,10,Sun,11/13/22,13:00:00,Kansas City Chiefs,Jacksonville Jaguars,KC,JAX,39.048914,-94.484039,No,Grass,259,35.6,0,8.2,22.3,JAXKC,10,R. PATTERSON,51,No Good,-10.2,17.8,-9.25,r,JAX,KC,2,11,23,67,33,,23,97.3,825000
2022,10,Sun,11/13/22,13:00:00,Kansas City Chiefs,Jacksonville Jaguars,KC,JAX,39.048914,-94.484039,No,Grass,259,35.6,0,8.2,22.3,JAXKC,10,R. PATTERSON,41,No Good,-12,25.2,9.25,r,JAX,KC,2,0,3,77,23,,23,97.3,825000
2022,10,Sun,11/13/22,13:00:00,Kansas City Chiefs,Jacksonville Jaguars,KC,JAX,39.048914,-94.484039,No,Grass,259,35.6,0,8.2,22.3,JAXKC,10,R. PATTERSON,35,Good,6,26.4,-9.25,r,JAX,KC,3,5,50,83,17,,23,97.3,825000
2022,12,Sun,11/27/22,13:00:00,Jacksonville Jaguars,Baltimore Ravens,JAX,BAL,30.323925,-81.637356,No,Grass,0,78.4,0.4,26.3,55.1,BALJAX,10,R. PATTERSON,22,Good,-2.8,20.8,-9.25,r,JAX,BAL,2,0,14,96,4,,23,97.3,825000
2022,12,Sun,11/27/22,13:00:00,Jacksonville Jaguars,Baltimore Ravens,JAX,BAL,30.323925,-81.637356,No,Grass,0,78.4,0.4,26.3,55.1,BALJAX,10,R. PATTERSON,29,Good,1.1,27,-9.25,r,JAX,BAL,4,4,22,89,11,,23,97.3,825000
2022,13,Sun,12/4/22,13:00:00,Detroit Lions,Jacksonville Jaguars,DET,JAX,42.340156,-83.045808,Yes,Turf,188,70,0,0,2.5,DETJAX,10,R. PATTERSON,31,Good,1,25.4,9.25,r,JAX,DET,1,7,46,87,13,,23,97.3,825000
2022,13,Sun,12/4/22,13:00:00,Detroit Lions,Jacksonville Jaguars,DET,JAX,42.340156,-83.045808,Yes,Turf,188,70,0,0,2.5,DETJAX,10,R. PATTERSON,42,Good,4,30.6,9.25,r,JAX,DET,2,4,19,76,24,,23,97.3,825000
