season,Week,Day,Date,Time,Home.Team,Away.Team,Home.Abbr,Away.Abbr,latitude,longitude,indoor,turf,elevation,temperature,precipitation,windspeed,windgusts,team col,#,Kicker,Yds,Outcome,Make X,Make Y,Hash Orient,Leg,OffenseTeam,DefenseTeam,Quarter,Minute,Second,yardline_100,YardLineFixed,Blocked,Age,XP%,cap_hit
2022,14,Sun,12/11/22,13:00:00,Tennessee Titans,Jacksonville Jaguars,TEN,JAX,36.166461,-86.771289,No,Turf,122,54.6,0,8.7,21.6,JAXTEN,10,R. PATTERSON,43,Good,-2.7,20.4,9.25,r,JAX,TEN,2,3,15,75,25,,23,97.3,825000
2022,14,Sun,12/11/22,13:00:00,Tennessee Titans,Jacksonville Jaguars,TEN,JAX,36.166461,-86.771289,No,Turf,122,54.6,0,8.7,21.6,JAXTEN,10,R. PATTERSON,33,Good,1.2,26.9,9.25,r,JAX,TEN,4,10,55,86,14,,23,97.3,825000
2022,14,Sun,12/11/22,13:00:00,Tennessee Titans,Jacksonville Jaguars,TEN,JAX,36.166461,-86.771289,No,Turf,122,54.6,0,8.7,21.6,JAXTEN,10,R. PATTERSON,37,Good,1,27.4,-9.25,r,JAX,TEN,2,8,56,81,19,,23,97.3,825000
2022,15,Sun,12/18/22,13:00:00,Jacksonville Jaguars,Dallas Cowboys,JAX,DAL,30.323925,-81.637356,No,Grass,0,55.2,0,12,26.6,DALJAX,10,R. PATTERSON,48,Good,-4.1,25.8,-9.25,r,JAX,DAL,4,0,5,70,30,,23,97.3,825000
2022,15,Sun,12/18/22,13:00:00,Jacksonville Jaguars,Dallas Cowboys,JAX,DAL,30.323925,-81.637356,No,Grass,0,55.2,0,12,26.6,DALJAX,10,R. PATTERSON,33,Good,4.9,29,9.25,r,JAX,DAL,3,10,40,86,14,,23,97.3,825000
2022,1,Sun,9/11/22,13:00:00,Miami Dolphins,New England Patriots,MIA,NE,25.957919,-80.238842,No,Grass,5,87.1,6.3,11.4,29.2,MIANE,7,J. SANDERS,49,Good,-8.5,25,-9.25,r,MIA,NE,3,0,24,69,31,,27,93.2,3150000
2022,1,Sun,9/11/22,13:00:00,Miami Dolphins,New England Patriots,MIA,NE,25.957919,-80.238842,No,Grass,5,87.1,6.3,11.4,29.2,MIANE,7,J. SANDERS,43,Good,-3,30.5,-9.25,r,MIA,NE,1,4,10,75,25,,27,93.2,3150000
2022,4,Thu,9/29/22,20:15:00,Cincinnati Bengals,Miami Dolphins,CIN,MIA,39.095442,-84.516039,No,Turf,150,54.6,0,12.1,22.3,CINMIA,7,J. SANDERS,20,Good,-5.6,22.3,8.5,r,MIA,CIN,3,2,43,98,2,,27,93.2,3150000
2022,4,Thu,9/29/22,20:15:00,Cincinnati Bengals,Miami Dolphins,CIN,MIA,39.095442,-84.516039,No,Turf,150,54.6,0,12.1,22.3,CINMIA,7,J. SANDERS,23,Good,1.9,26.3,9.25,r,MIA,CIN,1,6,9,95,5,,27,93.2,3150000
2022,4,Thu,9/29/22,20:15:00,Cincinnati Bengals,Miami Dolphins,CIN,MIA,39.095442,-84.516039,No,Turf,150,54.6,0,12.1,22.3,CINMIA,7,J. SANDERS,48,Good,7,27.4,-9.25,r,MIA,CIN,2,7,36,70,30,,27,93.2,3150000
2022,4,Thu,9/29/22,20:15:00,Cincinnati Bengals,Miami Dolphins,CIN,MIA,39.095442,-84.516039,No,Turf,150,54.6,0,12.1,22.3,CINMIA,7,J. SANDERS,52,Blocked,,,9.25,r,MIA,CIN,2,4,27,66,34,Yes,27,93.2,3150000
2022,5,Sun,10/9/22,13:00:00,New York Jets,Miami Dolphins,NYJ,MIA,40.812194,-74.076983,No,Turf,2,61,0,18.8,36.7,MIANYJ,7,J. SANDERS,54,No Good,10,23.9,9.25,r,MIA,NYJ,4,13,19,64,36,,27,93.2,3150000
2022,5,Sun,10/9/22,13:00:00,New York Jets,Miami Dolphins,NYJ,MIA,40.812194,-74.076983,No,Turf,2,61,0,18.8,36.7,MIANYJ,7,J. SANDERS,46,Good,-6.2,29.5,9.25,r,MIA,NYJ,3,8,44,72,28,,27,93.2,3150000
2022,6,Sun,10/16/22,13:00:00,Miami Dolphins,Minnesota Vikings,MIA,MIN,25.957919,-80.238842,No,Grass,5,83.6,0.30000000000000004,17.7,35.6,MIAMIN,7,J. SANDERS,52,No Good,21.2,21.8,-9.25,r,MIA,MIN,2,1,45,66,34,,27,93.2,3150000
2022,6,Sun,10/16/22,13:00:00,Miami Dolphins,Minnesota Vikings,MIA,MIN,25.957919,-80.238842,No,Grass,5,83.6,0.30000000000000004,17.7,35.6,MIAMIN,7,J. SANDERS,44,Good,-6.5,29.4,9.25,r,MIA,MIN,2,6,10,74,26,,27,93.2,3150000
2022,7,Sun,10/23/22,20:20:00,Miami Dolphins,Pittsburgh Steelers,MIA,PIT,25.957919,-80.238842,No,Grass,5,71.8,0,9.2,15.8,MIAPIT,7,J. SANDERS,24,Good,5.3,24.6,9.25,r,MIA,PIT,1,5,34,94,6,,27,93.2,3150000
2022,7,Sun,10/23/22,20:20:00,Miami Dolphins,Pittsburgh Steelers,MIA,PIT,25.957919,-80.238842,No,Grass,5,71.8,0,9.2,15.8,MIAPIT,7,J. SANDERS,47,Good,-1.1,28.1,9.25,r,MIA,PIT,2,0,7,71,29,,27,93.2,3150000
2022,7,Sun,10/23/22,20:20:00,Miami Dolphins,Pittsburgh Steelers,MIA,PIT,25.957919,-80.238842,No,Grass,5,71.8,0,9.2,15.8,MIAPIT,7,J. SANDERS,42,Good,0.9,31.7,-9.25,r,MIA,PIT,1,2,32,77,23,,27,93.2,3150000
2022,8,Sun,10/30/22,13:00:00,Detroit Lions,Miami Dolphins,DET,MIA,42.340156,-83.045808,Yes,Turf,188,70,0,0,2.5,DETMIA,7,J. SANDERS,45,Good,-6.1,27.7,9.25,r,MIA,DET,2,2,10,73,27,,27,93.2,3150000
2022,9,Sun,11/6/22,13:00:00,Chicago Bears,Miami Dolphins,CHI,MIA,41.862306,-87.616672,No,Grass,180,59.1,0,33.4,51.1,CHIMIA,7,J. SANDERS,29,No Good,-10.4,34.8,9.25,r,MIA,CHI,2,0,12,89,11,,27,93.2,3150000
2022,10,Sun,11/13/22,13:00:00,Miami Dolphins,Cleveland Browns,MIA,CLE,25.957919,-80.238842,No,Grass,5,83.1,0.2,8.9,21.2,CLEMIA,7,J. SANDERS,33,Good,-4.7,33,9.25,r,MIA,CLE,4,8,19,85,15,,27,93.2,3150000
2022,10,Sun,11/13/22,13:00:00,Miami Dolphins,Cleveland Browns,MIA,CLE,25.957919,-80.238842,No,Grass,5,83.1,0.2,8.9,21.2,CLEMIA,7,J. SANDERS,39,Good,1.2,34.1,-9.25,r,MIA,CLE,2,11,9,79,21,,27,93.2,3150000
2022,12,Sun,11/27/22,13:00:00,Miami Dolphins,Houston Texans,MIA,HOU,25.957919,-80.238842,No,Grass,5,83.3,0.5,13.2,29.9,HOUMIA,7,J. SANDERS,23,Good,0.9,24.8,-9.25,r,MIA,HOU,2,6,26,95,5,,27,93.2,3150000
2022,12,Sun,11/27/22,13:00:00,Miami Dolphins,Houston Texans,MIA,HOU,25.957919,-80.238842,No,Grass,5,83.3,0.5,13.2,29.9,HOUMIA,7,J. SANDERS,35,Good,-7.7,28.4,-9.25,r,MIA,HOU,2,0,1,83,17,,27,93.2,3150000
2022,12,Sun,11/27/22,13:00:00,Miami Dolphins,Houston Texans,MIA,HOU,25.957919,-80.238842,No,Grass,5,83.3,0.5,13.2,29.9,HOUMIA,7,J. SANDERS,45,Good,0.4,29,-9.25,r,MIA,HOU,1,10,26,73,27,,27,93.2,3150000
2022,13,Sun,12/4/22,16:05:00,San Francisco 49ers,Miami Dolphins,SF,MIA,37.713486,-122.386256,No,Grass,16,55.8,0,18.5,32,MIASF,7,J. SANDERS,43,Good,-0.1,27.9,2,r,MIA,SF,2,10,20,75,25,,27,93.2,3150000
2022,14,Sun,12/11/22,20:20:00,Los Angeles Chargers,Miami Dolphins,LAC,MIA,33.953587,-118.33963,Yes,Turf,40,70,0,0,2.5,LACMIA,7,J. SANDERS,55,Good,-6,16.4,9.25,r,MIA,LAC,4,1,15,63,37,,27,93.2,3150000
2022,15,Sat,12/17/22,20:15:00,Buffalo Bills,Miami Dolphins,BUF,MIA,42.773739,-78.786978,No,Turf,222,30.2,0.6000000000000001,17.4,32.8,BUFMIA,7,J. SANDERS,21,Good,4.5,24.3,8,r,MIA,BUF,2,14,50,97,3,,27,93.2,3150000
2022,15,Sat,12/17/22,20:15:00,Buffalo Bills,Miami Dolphins,BUF,MIA,42.773739,-78.786978,No,Turf,222,30.2,0.6000000000000001,17.4,32.8,BUFMIA,7,J. SANDERS,39,Good,-0.3,30.1,7,r,MIA,BUF,1,3,4,79,21,,27,93.2,3150000
2022,15,Sat,12/17/22,20:15:00,Buffalo Bills,Miami Dolphins,BUF,MIA,42.773739,-78.786978,No,Turf,222,30.2,0.6000000000000001,17.4,32.8,BUFMIA,7,J. SANDERS,47,Good,1.1,31.3,9.25,r,MIA,BUF,4,12,0,71,29,,27,93.2,3150000
2022,1,Sun,9/11/22,13:00:00,New York Jets,Baltimore Ravens,NYJ,BAL,40.812194,-74.076983,No,Turf,2,72.4,3.4,5.2,10.1,BALNYJ,6,G. ZUERLEIN,45,Good,-6.9,27.3,9.25,r,NYJ,BAL,2,0,28,73,27,,35,96.6,1985294
2022,1,Sun,9/11/22,13:00:00,New York Jets,Baltimore Ravens,NYJ,BAL,40.812194,-74.076983,No,Turf,2,72.4,3.4,5.2,10.1,BALNYJ,6,G. ZUERLEIN,45,No Good,-11.3,28,9.25,r,NYJ,BAL,2,10,55,73,27,,35,96.6,1985294
2022,2,Sun,9/18/22,13:00:00,Cleveland Browns,New York Jets,CLE,NYJ,41.506022,-81.699564,No,Grass,180,80.7,0,21.4,33.5,CLENYJ,6,G. ZUERLEIN,57,Good,4.9,3.7,-9.25,r,NYJ,CLE,4,14,24,61,39,,35,96.6,1985294
2022,3,Sun,9/25/22,13:00:00,New York Jets,Cincinnati Bengals,NYJ,CIN,40.812194,-74.076983,No,Turf,2,69.5,0,11.3,23.8,CINNYJ,6,G. ZUERLEIN,52,Good,-0.8,5.8,9.25,r,NYJ,CIN,2,0,3,66,34,,35,96.6,1985294
2022,3,Sun,9/25/22,13:00:00,New York Jets,Cincinnati Bengals,NYJ,CIN,40.812194,-74.076983,No,Turf,2,69.5,0,11.3,23.8,CINNYJ,6,G. ZUERLEIN,50,Good,-2.9,22.7,9.25,r,NYJ,CIN,1,5,8,68,32,,35,96.6,1985294
2022,3,Sun,9/25/22,13:00:00,New York Jets,Cincinnati Bengals,NYJ,CIN,40.812194,-74.076983,No,Turf,2,69.5,0,11.3,23.8,CINNYJ,6,G. ZUERLEIN,43,Good,3.1,26.7,-9.25,r,NYJ,CIN,3,0,45,75,25,,35,96.6,1985294
2022,3,Sun,9/25/22,13:00:00,New York Jets,Cincinnati Bengals,NYJ,CIN,40.812194,-74.076983,No,Turf,2,69.5,0,11.3,23.8,CINNYJ,6,G. ZUERLEIN,40,Good,5.7,27.8,-9.25,r,NYJ,CIN,1,1,52,78,22,,35,96.6,1985294
2022,4,Sun,10/2/22,13:00:00,Pittsburgh Steelers,New York Jets,PIT,NYJ,40.446786,-80.015761,No,Grass,229,63.8,0,18.7,38.5,NYJPIT,6,G. ZUERLEIN,38,Good,-5.1,24.7,-9.25,r,NYJ,PIT,1,4,6,80,20,,35,96.6,1985294
2022,5,Sun,10/9/22,13:00:00,New York Jets,Miami Dolphins,NYJ,MIA,40.812194,-74.076983,No,Turf,2,61,0,18.8,36.7,MIANYJ,6,G. ZUERLEIN,34,Good,-3.2,30.2,9.25,r,NYJ,MIA,1,3,10,84,16,,35,96.6,1985294
2022,6,Sun,10/16/22,13:00:00,Green Bay Packers,New York Jets,GB,NYJ,44.501306,-88.062167,No,Hybrid,190,49.2,1.5,16.9,32.8,GBNYJ,6,G. ZUERLEIN,53,No Good,-12.9,24.4,-9.25,r,NYJ,GB,2,0,36,65,35,,35,96.6,1985294
2022,6,Sun,10/16/22,13:00:00,Green Bay Packers,New York Jets,GB,NYJ,44.501306,-88.062167,No,Hybrid,190,49.2,1.5,16.9,32.8,GBNYJ,6,G. ZUERLEIN,32,Good,2.3,30.7,9.25,r,NYJ,GB,2,5,50,86,14,,35,96.6,1985294
2022,6,Sun,10/16/22,13:00:00,Green Bay Packers,New York Jets,GB,NYJ,44.501306,-88.062167,No,Hybrid,190,49.2,1.5,16.9,32.8,GBNYJ,6,G. ZUERLEIN,23,Good,0.8,33.8,9.25,r,NYJ,GB,4,2,37,95,5,,35,96.6,1985294
2022,7,Sun,10/23/22,16:05:00,Denver Broncos,New York Jets,DEN,NYJ,39.743936,-105.020097,No,Grass,1588,57.7,1.8,19.2,39.2,DENNYJ,6,G. ZUERLEIN,40,Good,3.3,28.8,9.25,r,NYJ,DEN,4,4,39,78,22,,35,96.6,1985294
2022,7,Sun,10/23/22,16:05:00,Denver Broncos,New York Jets,DEN,NYJ,39.743936,-105.020097,No,Grass,1588,57.7,1.8,19.2,39.2,DENNYJ,6,G. ZUERLEIN,33,Good,1.1,29.7,-9.25,r,NYJ,DEN,4,12,53,84,16,,35,96.6,1985294
2022,7,Sun,10/23/22,16:05:00,Denver Broncos,New York Jets,DEN,NYJ,39.743936,-105.020097,No,Grass,1588,57.7,1.8,19.2,39.2,DENNYJ,6,G. ZUERLEIN,45,Good,-4.6,35.6,-6,r,NYJ,DEN,2,0,3,73,27,,35,96.6,1985294
2022,8,Sun,10/30/22,13:00:00,New York Jets,New England Patriots,NYJ,NE,40.812194,-74.076983,No,Turf,2,61.4,0,3.2,12.2,NENYJ,6,G. ZUERLEIN,28,Good,-4,20.1,-9.25,r,NYJ,NE,1,8,17,90,10,,35,96.6,1985294
2022,8,Sun,10/30/22,13:00:00,New York Jets,New England Patriots,NYJ,NE,40.812194,-74.076983,No,Turf,2,61.4,0,3.2,12.2,NENYJ,6,G. ZUERLEIN,45,No Good,-14,27.8,-9.25,r,NYJ,NE,3,9,34,73,27,,35,96.6,1985294
2022,9,Sun,11/6/22,13:00:00,New York Jets,Buffalo Bills,NYJ,BUF,40.812194,-74.076983,No,Turf,2,74,3,20.4,41.4,BUFNYJ,6,G. ZUERLEIN,53,Good,-7.4,24.4,9.25,r,NYJ,BUF,1,0,35,65,35,,35,96.6,1985294
2022,9,Sun,11/6/22,13:00:00,New York Jets,Buffalo Bills,NYJ,BUF,40.812194,-74.076983,No,Turf,2,74,3,20.4,41.4,BUFNYJ,6,G. ZUERLEIN,28,Good,0.4,24.5,9.25,r,NYJ,BUF,4,1,45,90,10,,35,96.6,1985294
2022,11,Sun,11/20/22,13:00:00,New England Patriots,New York Jets,NE,NYJ,42.090925,-71.26435,No,Turf,89,35.6,0,29.7,66.2,NENYJ,6,G. ZUERLEIN,45,Good,2.6,26,-9.25,r,NYJ,NE,2,9,42,73,27,,35,96.6,1985294
2022,12,Sun,11/27/22,13:00:00,New York Jets,Chicago Bears,NYJ,CHI,40.812194,-74.076983,No,Turf,2,50.1,4.3,14.4,23.4,CHINYJ,6,G. ZUERLEIN,57,Good,3.5,12.5,9.25,r,NYJ,CHI,2,0,17,61,39,,35,96.6,1985294
2022,12,Sun,11/27/22,13:00:00,New York Jets,Chicago Bears,NYJ,CHI,40.812194,-74.076983,No,Turf,2,50.1,4.3,14.4,23.4,CHINYJ,6,G. ZUERLEIN,53,No Good,10.2,15.7,-9.25,r,NYJ,CHI,4,8,9,65,35,,35,96.6,1985294
2022,13,Sun,12/4/22,13:00:00,Minnesota Vikings,New York Jets,MIN,NYJ,44.973881,-93.258094,Yes,Turf,253,70,0,0,2.5,MINNYJ,6,G. ZUERLEIN,60,Good,8.4,19.6,9.25,r,NYJ,MIN,2,0,13,58,42,,35,96.6,1985294
2022,13,Sun,12/4/22,13:00:00,Minnesota Vikings,New York Jets,MIN,NYJ,44.973881,-93.258094,Yes,Turf,253,70,0,0,2.5,MINNYJ,6,G. ZUERLEIN,30,Good,-0.9,24,-9.25,r,NYJ,MIN,3,1,3,88,12,,35,96.6,1985294
2022,13,Sun,12/4/22,13:00:00,Minnesota Vikings,New York Jets,MIN,NYJ,44.973881,-93.258094,Yes,Turf,253,70,0,0,2.5,MINNYJ,6,G. ZUERLEIN,26,Good,-5.1,24.6,9.25,r,NYJ,MIN,4,12,33,92,8,,35,96.6,1985294
2022,13,Sun,12/4/22,13:00:00,Minnesota Vikings,New York Jets,MIN,NYJ,44.973881,-93.258094,Yes,Turf,253,70,0,0,2.5,MINNYJ,6,G. ZUERLEIN,48,Good,-2.7,27.5,9.25,r,NYJ,MIN,1,8,34,70,30,,35,96.6,1985294
2022,13,Sun,12/4/22,13:00:00,Minnesota Vikings,New York Jets,MIN,NYJ,44.973881,-93.258094,Yes,Turf,253,70,0,0,2.5,MINNYJ,6,G. ZUERLEIN,36,Good,-6.5,30.2,1,r,NYJ,MIN,3,9,47,82,18,,35,96.6,1985294
2022,14,Sun,12/11/22,13:00:00,Buffalo Bills,New York Jets,BUF,NYJ,42.773739,-78.786978,No,Turf,222,37.3,1,22.2,41.8,BUFNYJ,6,G. ZUERLEIN,26,Good,0.9,30.2,-9.25,r,NYJ,BUF,4,1,21,91,9,,35,96.6,1985294
2022,15,Sun,12/18/22,13:00:00,New York Jets,Detroit Lions,NYJ,DET,40.812194,-74.076983,No,Turf,2,39.3,0,21.7,40.3,DETNYJ,6,G. ZUERLEIN,58,No Good,-15.4,20.4,-9.25,r,NYJ,DET,4,0,1,60,40,,35,96.6,1985294
2022,15,Sun,12/18/22,13:00:00,New York Jets,Detroit Lions,NYJ,DET,40.812194,-74.076983,No,Turf,2,39.3,0,21.7,40.3,DETNYJ,6,G. ZUERLEIN,34,Good,-9,33,9.25,r,NYJ,DET,2,0,3,84,16,,35,96.6,1985294
2022,1,Sun,9/11/22,13:00:00,New York Jets,Baltimore Ravens,NYJ,BAL,40.812194,-74.076983,No,Turf,2,72.4,3.4,5.2,10.1,BALNYJ,9,J. TUCKER,24,Good,-6,31,9.25,r,BAL,NYJ,1,3,19,94,6,,33,96.9,4758333
2022,2,Sun,9/18/22,13:00:00,Baltimore Ravens,Miami Dolphins,BAL,MIA,39.277969,-76.622767,No,Grass,5,82.2,0,7.1,20.5,BALMIA,9,J. TUCKER,51,Good,7.2,29,9.25,r,BAL,MIA,4,2,23,67,33,,33,96.9,4758333
2022,3,Sun,9/25/22,13:00:00,New England Patriots,Baltimore Ravens,NE,BAL,42.090925,-71.26435,No,Turf,89,64.1,0.5,11.6,40.3,BALNE,9,J. TUCKER,56,Good,-4.1,21.9,-4.5,r,BAL,NE,3,2,38,62,38,,33,96.9,4758333
2022,4,Sun,10/2/22,13:00:00,Baltimore Ravens,Buffalo Bills,BAL,BUF,39.277969,-76.622767,No,Grass,5,56.8,4,22.8,38.5,BALBUF,9,J. TUCKER,42,Good,2,27.6,-9.25,r,BAL,BUF,2,12,57,76,24,,33,96.9,4758333
2022,4,Sun,10/2/22,13:00:00,Baltimore Ravens,Buffalo Bills,BAL,BUF,39.277969,-76.622767,No,Grass,5,56.8,4,22.8,38.5,BALBUF,9,J. TUCKER,51,Good,-3.8,34.9,9.25,r,BAL,BUF,2,3,44,67,33,,33,96.9,4758333
2022,5,Sun,10/9/22,20:20:00,Baltimore Ravens,Cincinnati Bengals,BAL,CIN,39.277969,-76.622767,No,Grass,5,47.3,0,8.2,12.2,BALCIN,9,J. TUCKER,58,Good,-3.5,18.8,9.25,r,BAL,CIN,3,10,54,60,40,,33,96.9,4758333
2022,5,Sun,10/9/22,20:20:00,Baltimore Ravens,Cincinnati Bengals,BAL,CIN,39.277969,-76.622767,No,Grass,5,47.3,0,8.2,12.2,BALCIN,9,J. TUCKER,37,Good,-5.4,27.8,9.25,r,BAL,CIN,1,8,7,81,19,,33,96.9,4758333
2022,5,Sun,10/9/22,20:20:00,Baltimore Ravens,Cincinnati Bengals,BAL,CIN,39.277969,-76.622767,No,Grass,5,47.3,0,8.2,12.2,BALCIN,9,J. TUCKER,25,Good,-4.3,31.6,-9.25,r,BAL,CIN,4,9,46,93,7,,33,96.9,4758333
2022,5,Sun,10/9/22,20:20:00,Baltimore Ravens,Cincinnati Bengals,BAL,CIN,39.277969,-76.622767,No,Grass,5,47.3,0,8.2,12.2,BALCIN,9,J. TUCKER,43,Good,-0.8,34.1,-1,r,BAL,CIN,4,0,3,75,25,,33,96.9,4758333
2022,6,Sun,10/16/22,13:00:00,New York Giants,Baltimore Ravens,NYG,BAL,40.812194,-74.076983,No,Turf,2,62.6,0,3.6,13.7,BALNYG,9,J. TUCKER,56,No Good,-9.25,13.8,9.25,r,BAL,NYG,1,0,31,62,38,,33,96.9,4758333
2022,6,Sun,10/16/22,13:00:00,New York Giants,Baltimore Ravens,NYG,BAL,40.812194,-74.076983,No,Turf,2,62.6,0,3.6,13.7,BALNYG,9,J. TUCKER,23,Good,-1.2,26.6,9.25,r,BAL,NYG,3,9,44,95,5,,33,96.9,4758333
2022,6,Sun,10/16/22,13:00:00,New York Giants,Baltimore Ravens,NYG,BAL,40.812194,-74.076983,No,Turf,2,62.6,0,3.6,13.7,BALNYG,9,J. TUCKER,34,Good,1.4,29.2,-9.25,r,BAL,NYG,2,1,48,84,16,,33,96.9,4758333
2022,7,Sun,10/23/22,13:00:00,Baltimore Ravens,Cleveland Browns,BAL,CLE,39.277969,-76.622767,No,Grass,5,61.8,1.4,9.4,21.6,BALCLE,9,J. TUCKER,55,Good,2.5,6.8,2,r,BAL,CLE,4,11,29,63,37,,33,96.9,4758333
2022,7,Sun,10/23/22,13:00:00,Baltimore Ravens,Cleveland Browns,BAL,CLE,39.277969,-76.622767,No,Grass,5,61.8,1.4,9.4,21.6,BALCLE,9,J. TUCKER,32,Good,-3,27,9.25,r,BAL,CLE,1,3,31,86,14,,33,96.9,4758333
2022,7,Sun,10/23/22,13:00:00,Baltimore Ravens,Cleveland Browns,BAL,CLE,39.277969,-76.622767,No,Grass,5,61.8,1.4,9.4,21.6,BALCLE,9,J. TUCKER,34,Good,-1.9,30.6,9.25,r,BAL,CLE,2,10,9,84,16,,33,96.9,4758333
2022,8,Thu,10/27/22,20:15:00,Tampa Bay Buccaneers,Baltimore Ravens,TB,BAL,27.975967,-82.50335,No,Grass,11,74,0.1,15,23.4,BALTB,9,J. TUCKER,22,Good,-0.7,24.1,-9.25,r,BAL,TB,1,11,6,96,4,,33,96.9,4758333
2022,8,Thu,10/27/22,20:15:00,Tampa Bay Buccaneers,Baltimore Ravens,TB,BAL,27.975967,-82.50335,No,Grass,11,74,0.1,15,23.4,BALTB,9,J. TUCKER,30,Good,4.5,34.6,9.25,r,BAL,TB,4,2,16,88,12,,33,96.9,4758333
2022,8,Thu,10/27/22,20:15:00,Tampa Bay Buccaneers,Baltimore Ravens,TB,BAL,27.975967,-82.50335,No,Grass,11,74,0.1,15,23.4,BALTB,9,J. TUCKER,61,Blocked,,,9.25,r,BAL,TB,2,0,4,57,43,Yes,33,96.9,4758333
2022,9,Mon,11/7/22,20:15:00,New Orleans Saints,Baltimore Ravens,NO,BAL,29.950931,-90.081364,Yes,Turf,23,70,0,0,2.5,BALNO,9,J. TUCKER,41,Good,-6.7,33.8,-9.25,r,BAL,NO,4,8,36,77,23,,33,96.9,4758333
2022,9,Mon,11/7/22,20:15:00,New Orleans Saints,Baltimore Ravens,NO,BAL,29.950931,-90.081364,Yes,Turf,23,70,0,0,2.5,BALNO,9,J. TUCKER,32,Good,4.3,34.6,0,r,BAL,NO,3,8,29,86,14,,33,96.9,4758333
2022,11,Sun,11/20/22,13:00:00,Baltimore Ravens,Carolina Panthers,BAL,CAR,39.277969,-76.622767,No,Grass,5,35.1,0,23.6,44.6,BALCAR,9,J. TUCKER,37,Good,2.1,26.6,9.25,r,BAL,CAR,4,8,31,81,19,,33,96.9,4758333
2022,11,Sun,11/20/22,13:00:00,Baltimore Ravens,Carolina Panthers,BAL,CAR,39.277969,-76.622767,No,Grass,5,35.1,0,23.6,44.6,BALCAR,9,J. TUCKER,32,Good,-1.9,33.3,9.25,r,BAL,CAR,2,0,5,86,14,,33,96.9,4758333
2022,12,Sun,11/27/22,13:00:00,Jacksonville Jaguars,Baltimore Ravens,JAX,BAL,30.323925,-81.637356,No,Grass,0,78.4,0.4,26.3,55.1,BALJAX,9,J. TUCKER,67,No Good,4.7,-10,9.25,r,BAL,JAX,4,0,2,51,49,,33,96.9,4758333
2022,12,Sun,11/27/22,13:00:00,Jacksonville Jaguars,Baltimore Ravens,JAX,BAL,30.323925,-81.637356,No,Grass,0,78.4,0.4,26.3,55.1,BALJAX,9,J. TUCKER,55,Good,2.1,20.8,-9.25,r,BAL,JAX,2,4,56,63,37,,33,96.9,4758333
2022,12,Sun,11/27/22,13:00:00,Jacksonville Jaguars,Baltimore Ravens,JAX,BAL,30.323925,-81.637356,No,Grass,0,78.4,0.4,26.3,55.1,BALJAX,9,J. TUCKER,24,Good,4.4,26.1,1,r,BAL,JAX,3,7,56,94,6,,33,96.9,4758333
2022,12,Sun,11/27/22,13:00:00,Jacksonville Jaguars,Baltimore Ravens,JAX,BAL,30.323925,-81.637356,No,Grass,0,78.4,0.4,26.3,55.1,BALJAX,9,J. TUCKER,27,Good,0.6,27.8,9.25,r,BAL,JAX,1,9,28,90,10,,33,96.9,4758333
2022,12,Sun,11/27/22,13:00:00,Jacksonville Jaguars,Baltimore Ravens,JAX,BAL,30.323925,-81.637356,No,Grass,0,78.4,0.4,26.3,55.1,BALJAX,9,J. TUCKER,29,Good,2.9,28.3,9.25,r,BAL,JAX,1,2,8,88,12,,33,96.9,4758333
2022,13,Sun,12/4/22,13:00:00,Baltimore Ravens,Denver Broncos,BAL,DEN,39.277969,-76.622767,No,Grass,5,45.5,0,8.3,19.1,BALDEN,9,J. TUCKER,26,Good,0.8,31,9.25,r,BAL,DEN,2,5,58,92,8,,33,96.9,4758333
2022,14,Sun,12/11/22,13:00:00,Pittsburgh Steelers,Baltimore Ravens,PIT,BAL,40.446786,-80.015761,No,Grass,229,45,0.1,13.5,28.8,BALPIT,9,J. TUCKER,30,Good,-1,23.2,-9,r,BAL,PIT,4,3,22,87,13,,33,96.9,4758333
2022,14,Sun,12/11/22,13:00:00,Pittsburgh Steelers,Baltimore Ravens,PIT,BAL,40.446786,-80.015761,No,Grass,229,45,0.1,13.5,28.8,BALPIT,9,J. TUCKER,35,Good,-1.1,25.3,9.25,r,BAL,PIT,2,1,6,83,17,,33,96.9,4758333
2022,14,Sun,12/11/22,13:00:00,Pittsburgh Steelers,Baltimore Ravens,PIT,BAL,40.446786,-80.015761,No,Grass,229,45,0.1,13.5,28.8,BALPIT,9,J. TUCKER,42,Good,-4.5,27.4,9.25,r,BAL,PIT,1,4,50,76,24,,33,96.9,4758333
2022,15,Sat,12/17/22,16:30:00,Cleveland Browns,Baltimore Ravens,CLE,BAL,41.506022,-81.699564,No,Grass,180,33.2,0,18.6,32,BALCLE,9,J. TUCKER,53,Good,-5,12,9.25,r,BAL,CLE,2,5,36,65,35,,33,96.9,4758333
2022,15,Sat,12/17/22,16:30:00,Cleveland Browns,Baltimore Ravens,CLE,BAL,41.506022,-81.699564,No,Grass,180,33.2,0,18.6,32,BALCLE,9,J. TUCKER,48,No Good,-12.2,20.9,-7,r,BAL,CLE,2,0,1,70,30,,33,96.9,4758333
2022,15,Sat,12/17/22,16:30:00,Cleveland Browns,Baltimore Ravens,CLE,BAL,41.506022,-81.699564,No,Grass,180,33.2,0,18.6,32,BALCLE,9,J. TUCKER,50,Blocked,,,-9.25,r,BAL,CLE,4,14,8,68,32,Yes,33,96.9,4758333
